time,readable_time,acceleration,acceleration_x,acceleration_y,acceleration_z,battery,humidity,pressure,temperature,dev-id
1523059204283,2018-04-07T00:00:04.282999Z,1018.2966169049173,-88,328,960,3007,30,1012.26,26.22,C2:9A:9F:E5:58:27
1523059210113,2018-04-07T00:00:10.112999Z,1016.4723311531898,-96,320,960,3001,30,1012.29,26.22,C2:9A:9F:E5:58:27
1523059221233,2018-04-07T00:00:21.233000Z,1018.2809042695438,-88,316,964,3001,30,1012.27,26.23,C2:9A:9F:E5:58:27
1523059227096,2018-04-07T00:00:27.095999Z,1011.0667633742096,-92,316,956,3001,30,1012.23,26.22,C2:9A:9F:E5:58:27
1523059232663,2018-04-07T00:00:32.663000Z,1021.1444559904343,-92,324,964,3001,30,1012.19,26.21,C2:9A:9F:E5:58:27
1523059238233,2018-04-07T00:00:38.233000Z,1020.1333246198753,-80,324,964,3013,30,1012.23,26.22,C2:9A:9F:E5:58:27
1523059243723,2018-04-07T00:00:43.723000Z,1016.4723311531898,-96,320,960,2995,30,1012.27,26.21,C2:9A:9F:E5:58:27
1523059248813,2018-04-07T00:00:48.812999Z,1020.4548005668845,-84,324,964,3001,30,1012.32,26.21,C2:9A:9F:E5:58:27
1523059253873,2018-04-07T00:00:53.872999Z,1016.1023570487375,-92,320,960,3001,30,1012.21,26.21,C2:9A:9F:E5:58:27
1523059259433,2018-04-07T00:00:59.433000Z,1017.3691562063399,-92,324,960,3001,30,1012.28,26.22,C2:9A:9F:E5:58:27
1523059264723,2018-04-07T00:01:04.723000Z,1017.015240790422,-88,324,960,3013,30,1012.35,26.21,C2:9A:9F:E5:58:27
1523059270023,2018-04-07T00:01:10.023000Z,1011.6283902698658,-84,320,956,3001,30,1012.26,26.22,C2:9A:9F:E5:58:27
1523059275719,2018-04-07T00:01:15.719000Z,1016.1023570487375,-92,320,960,3013,30,1012.3,26.21,C2:9A:9F:E5:58:27
1523059281613,2018-04-07T00:01:21.612999Z,1017.015240790422,-88,324,960,3001,30,1012.21,26.21,C2:9A:9F:E5:58:27
1523059287163,2018-04-07T00:01:27.163000Z,1023.3122690557365,-88,320,968,3019,30,1012.27,26.21,C2:9A:9F:E5:58:27
1523059292723,2018-04-07T00:01:32.723000Z,1014.4949482377918,-88,316,960,3007,30,1012.24,26.21,C2:9A:9F:E5:58:27
1523059298283,2018-04-07T00:01:38.282999Z,1021.5126039359475,-96,324,964,3001,30,1012.27,26.21,C2:9A:9F:E5:58:27
